page,index,Продукт,Старая цена,Новая цена,Процент скидки,Время проведения акции
68,39,"Моющее средство MR.PROPER®, Лимон/роза, 500мл",187.99,149.99,−20%,с 15 февраля - до 28 февраля
68,40,"Моющее средство MR.PROPER®, Лимон/роза, 500мл",187.99,149.99,−20%,с 15 февраля - до 28 февраля
70,24,"Маска для лица ЧЕРНЫЙ ЖЕМЧУГ Сияние и увлажнение, 22,4г",198.99,159.99,−20%,с  8 февраля - до  8 марта
71,1,"Ополаскиватель для рта РЕЦЕПТЫ БАБУШКИ АГАФЬИ Органический таежный детокс, 250мл",199.99,159.99,−20%,с  9 февраля - до  8 марта
71,2,"Ополаскиватель для рта РЕЦЕПТЫ БАБУШКИ АГАФЬИ Органическая лесная ягода, 250мл",199.99,159.99,−20%,с  9 февраля - до  8 марта
71,3,"Ополаскиватель для рта РЕЦЕПТЫ БАБУШКИ АГАФЬИ Органическая лесная ягода, 250мл",199.99,159.99,−20%,с  9 февраля - до  8 марта
71,4,"Ополаскиватель для рта РЕЦЕПТЫ БАБУШКИ АГАФЬИ Органический таежный детокс, 250мл",199.99,159.99,−20%,с  9 февраля - до  8 марта
71,5,"Гель для душа FA®, Ритмы Острова Гавайи, 250мл",200.38,159.99,−20%,с  9 февраля - до  8 марта
71,6,"Гель для душа FA® ЙОГУРТ, Ванильный мед, 250мл",200.27,159.99,−20%,с  9 февраля - до  8 марта
71,7,"Гель для душа FA®, Ритмы Острова Фиджи, 250мл",200.33,159.99,−20%,с  9 февраля - до  8 марта
71,8,"Крем-гель для душа FA®, Делайт, Ритмы Острова Бали, 250мл",200.44,159.99,−20%,с  9 февраля - до  8 марта
71,9,"Гель для душа FA® ЙОГУРТ, Ванильный мед, 250мл",200.27,159.99,−20%,с  9 февраля - до  8 марта
71,10,"Гель для душа FA®, Ритмы Острова Гавайи, 250мл",200.38,159.99,−20%,с  9 февраля - до  8 марта
71,11,"Гель для душа FA®, Ритмы Острова Фиджи, 250мл",200.33,159.99,−20%,с  9 февраля - до  8 марта
71,12,"Крем-гель для душа FA®, Делайт, Ритмы Острова Бали, 250мл",200.44,159.99,−20%,с  9 февраля - до  8 марта
71,13,"Мармелад СВИТ БОКС с игрушкой Маша Миша/Тролли, 10г",200.090,159.99,−20%,с  9 февраля - до  8 марта
71,14,"Мармелад СВИТ БОКС с игрушкой Маша Миша/Тролли, 10г",200.49,159.99,−20%,с  9 февраля - до  8 марта
71,33,"Крем NIVEA®, Универсальный увлажняющий, 75мл",199.99,159.99,−20%,с  9 февраля - до  8 марта
71,34,"Крем NIVEA®, Универсальный увлажняющий, 75мл",199.99,159.99,−20%,с  9 февраля - до  8 марта
72,3,"Бедро цыпленка-бройлера ПЕТРУХА, охлажденное, 750г",199.58,159.99,−20%,с 15 февраля - до 28 февраля
72,4,"Бедро цыпленка-бройлера ПЕТРУХА, охлажденное, 750г",201.050,159.99,−20%,с 15 февраля - до 28 февраля
73,38,"Мыло DURU®, Софт Сенс, Календула, 4шт.x90г",211.19,169.99,−20%,с  9 февраля - до  8 марта
73,39,"Мыло DURU®, Софт Сенс, Розовый грейпфрут, 90гx4шт.",211.29,169.99,−20%,с  9 февраля - до  8 марта
73,40,"Мыло туалетное DURU®, Крем+морские минералы, 4х90г",211.19,169.99,−20%,с  9 февраля - до  8 марта
74,45,"Крыло ПЕТРУХА цыпленка-бройлера, плечевая часть, 750г",212.12,169.99,−20%,с 15 февраля - до 28 февраля
74,46,"Крыло ПЕТРУХА цыпленка-бройлера, плечевая часть, 750г",212.44,169.99,−20%,с 15 февраля - до 28 февраля
74,47,"Крыло ПЕТРУХА цыпленка-бройлера, плечевая часть, 750г",212.75,169.99,−20%,с 15 февраля - до 28 февраля
75,16,"Освежитель воздуха АЛЬПИКА сменный баллон Сакура/Орхидея/Лайм, 250мл",219.99,174.99,−20%,с  8 февраля - до  8 марта
75,23,"Сыр ГРАССАН с грецким орехом 50%, 150г",218.00,174.99,−20%,с 15 февраля - до 28 февраля
76,13,"Ополаскиватель для полости ртаСПЛАТ, Биокальций, 275мл",225.44,179.99,−20%,с  9 февраля - до  8 марта
76,16,"Ополаскиватель для полости ртаСПЛАТ, Биокальций, 275мл",225.44,179.99,−20%,с  9 февраля - до  8 марта
76,21,"Мармелад БЕЛЕВСКАЯ ПАСТИЛА, Яблочный, 280г",225.99,179.99,−20%,с  9 февраля - до  8 марта
77,23,"Фруктовая смесь МААГ, 150г",224.99,179.99,−20%,с 15 февраля - до 28 февраля
77,24,"Фруктовая смесь МААГ, 150г",224.99,179.99,−20%,с 15 февраля - до 28 февраля
77,25,"Фруктовая смесь МААГ, 150г",224.99,179.99,−20%,с 15 февраля - до 28 февраля
77,31,"Перец маринованный ДЯДЯ ВАНЯ, Чили, целый, 340г",224.99,179.99,−20%,с 15 февраля - до 28 февраля
77,44,"Скумбрия РУССКОЕ МОРЕ, Атлантическая, горячего копчения, 300г",225.99,179.99,−20%,с 15 февраля - до 28 февраля
78,20,"Дезодорант GARNIER® Минерал женский Магний ролик, 50мл",232.49,184.99,−20%,с  9 февраля - до  8 марта
78,26,"Бедро куриное ПЕТЕЛИНКА, охлажденое, 1кг",232.60,184.99,−20%,с 15 февраля - до 28 февраля
78,34,"Огурцы ШЕСТЬ СОТОК, хрустящие, 720мл",229.99,184.99,−20%,с 15 февраля - до 28 февраля
78,35,"Огурцы ШЕСТЬ СОТОК, хрустящие, 720мл",229.99,184.99,−20%,с 15 февраля - до 28 февраля
78,41,"Бедро куриное ПЕТЕЛИНКА, охлажденое, 1кг",231.96,184.99,−20%,с 15 февраля - до 28 февраля
78,42,"Бедро куриное ПЕТЕЛИНКА, охлажденое, 1кг",232.60,184.99,−20%,с 15 февраля - до 28 февраля
78,44,"Огурцы ШЕСТЬ СОТОК, хрустящие, 720мл",229.99,184.99,−20%,с 15 февраля - до 28 февраля
80,1,"Средство чистящее УНИКУМ, для ухода за изделиями из кожи, 500мл",236.39,189.99,−20%,с  9 февраля - до  8 марта
80,23,"Средство для мытья посуды FAIRY®, Сочный лимон, 900мл",236.69,189.99,−20%,с 15 февраля - до 28 февраля
80,24,"Средство для мытья посуды FAIRY® Жасмин и алоэ вера, 900мл",236.89,189.99,−20%,с 15 февраля - до 28 февраля
80,26,"Средство для мытья посуды FAIRY®, Нежные руки Ромашка и витамин Е, 900мл",236.69,189.99,−20%,с 15 февраля - до 28 февраля
80,27,"Средство для мытья посуды FAIRY®, Нежные руки, Чайное дерево и мята, 900мл",236.89,189.99,−20%,с 15 февраля - до 28 февраля
81,37,"Сыр КАМАМБЕР, Виталат, с белой плесенью, 45%, 125г",245.00,194.99,−20%,с 15 февраля - до 28 февраля
81,38,"Сыр КАМАМБЕР, Виталат, с белой плесенью, 45%, 125г",245.00,194.99,−20%,с 15 февраля - до 28 февраля
82,5,"Прокладки KOTEX, актив део, ежедневные, 48шт.",249.99,198.99,−20%,с  8 февраля - до  8 марта
82,10,"Бальзам для волос ПРЕЛЕСТЬ, Профэшнл, Кератинотерапия, 400мл",249.99,199.99,−20%,с  8 февраля - до  8 марта
82,11,"Мусс для волос ПРЕЛЕСТЬ ПРОФЭШНЛ, Эффект памяти Суперсильная фиксация, 160мл",249.99,199.99,−20%,с  8 февраля - до  8 марта
82,12,"Прокладки SENI LADY, Сени леди, урологические, нормал, 10штук",249.99,199.99,−20%,с  8 февраля - до  8 марта
82,17,"Ловушка от пищевой моли РАПТОР, 7мл",249.99,199.99,−20%,с  8 февраля - до  8 марта
82,23,"Спрей для волос ПРЕЛЕСТЬ, Профешнл, Эффект ламинирования, 225мл",249.99,199.99,−20%,с  8 февраля - до  8 марта
82,24,"Бальзам для волос ПРЕЛЕСТЬ Профэшнл, эффект ламинирования, 400мл",249.99,199.99,−20%,с  8 февраля - до  8 марта
82,37,"Пена для бритья DEONICA® For Men Максимальная защита, 240мл",249.99,199.99,−20%,с  8 февраля - до  9 мая
82,38,DEONICA Пена для бритья Для чувствител кожи 240мл(Арнест):6,249.99,199.99,−20%,с  8 февраля - до  9 мая
82,44,"Прокладки NATURELLA® Коттон Нормал, 12шт.",249.99,199.99,−20%,с  8 февраля - до  8 марта
82,45,"Прокладки NATURELLA® Коттон Макси, 10шт.",249.99,199.99,−20%,с  8 февраля - до  8 марта
83,16,"Варенье ВОЛОГОДСКОЕ Брусничное, 370г",249.99,199.99,−20%,с  9 февраля - до  8 марта
83,19,"Варенье ВОЛОГОДСКОЕ Брусничное, 370г",249.99,199.99,−20%,с  9 февраля - до  8 марта
84,20,"Средство моющее MR.PROPER® для полов и стен Лимон, 1л",249.79,199.99,−20%,с 15 февраля - до 28 февраля
84,21,"Моющая жидкость для полов и стен MR.PROPER®, Лавандовое Спокойствие, 1  штука, 1л",250.090,199.99,−20%,с 15 февраля - до 28 февраля
85,0,"Щетка зубная ORAL-B®, 3-Д Вайт Люкс, Про Флекс",249.99,199.99,−20%,с 15 февраля - до 28 февраля
85,19,"Паста томатная ПОМИДОРКА, 480мл",249.99,199.99,−20%,с 15 февраля - до 28 февраля
85,42,"АВОКАДО Хаас, 2 шт.",250.00,199.99,−20%,с 22 февраля - до 28 февраля
85,43,"АВОКАДО Хаас, 2 шт.",250.00,199.99,−20%,с 22 февраля - до 28 февраля
85,44,"АВОКАДО Хаас, 2 шт.",250.00,199.99,−20%,с 22 февраля - до 28 февраля
85,45,"АВОКАДО Хаас, 2 шт.",250.00,199.99,−20%,с 22 февраля - до 28 февраля
85,46,"АВОКАДО Хаас, 2 шт.",250.00,199.99,−20%,с 22 февраля - до 28 февраля
86,1,"Крем БАРХАТНЫЕ РУЧКИ Универсальный для рук, лица и тела, 150мл",254.99,204.99,−20%,с 15 февраля - до 28 февраля
86,2,"Крем БАРХАТНЫЕ РУЧКИ Универсальный для рук, лица и тела, 150мл",254.99,204.99,−20%,с 15 февраля - до 28 февраля
86,15,SPLAT Special Зубная щётка Blackwood Medium (Сплат):12/48,260.99,209.99,−20%,с  8 февраля - до  8 марта
86,16,"Средство чистящее ДОМЕСТОС Эко универсальное Свежесть леса, 750мл",262.99,209.99,−20%,с  8 февраля - до  8 марта
86,17,"Средство чистящее ДОМЕСТОС универсальное Эко Свежесть моря, 750мл",262.99,209.99,−20%,с  8 февраля - до  8 марта
87,32,"Цыпленок табака ПЕТРУХА в маринаде, 1кг",267.99,214.99,−20%,с 15 февраля - до 28 февраля
