page,index,Продукт,Старая цена,Новая цена,Процент скидки,Время проведения акции
11,1,"САВУШКИН Паста твор воздушн манго 3,5% 100г пл/ст:8",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,2,"САВУШКИН Паста твор воздушн манго 3,5% 100г пл/ст:8",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,3,"Смесь для аджики ВОСТОЧНЫЙ ГОСТЬ сухая, 30г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,14,"Хлеб ГОРЧИЧНЫЙ пшеничный нарезка высший сорт (Русский хлеб), 400г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,15,"Хлеб ГОРЧИЧНЫЙ пшеничный нарезка высший сорт (Русский хлеб), 400г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,16,"Хлеб ГОРЧИЧНЫЙ пшеничный нарезка высший сорт (Русский хлеб), 400г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,17,"Хлеб ГОРЧИЧНЫЙ пшеничный нарезка высший сорт (Русский хлеб), 400г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,18,"Хлеб ГОРЧИЧНЫЙ пшеничный нарезка высший сорт (Русский хлеб), 400г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,19,"Хлеб ГОРЧИЧНЫЙ пшеничный нарезка высший сорт (Русский хлеб), 400г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,20,"Хлеб ГОРЧИЧНЫЙ пшеничный нарезка высший сорт (Русский хлеб), 400г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,21,"Слойка КОНВЕРТИК абрикос-персик (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,22,"Слойка КОНВЕРТИК абрикос-персик (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,23,"Слойка КОНВЕРТИК абрикос-персик (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,24,"Слойка КОНВЕРТИК абрикос-персик (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,25,"Слойка КОНВЕРТИК абрикос-персик (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,26,"Слойка КОНВЕРТИК абрикос-персик (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,27,"Слойка КОНВЕРТИК абрикос-персик (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,28,"Слойка КОНВЕРТИК Венский с вишней (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,29,"Слойка КОНВЕРТИК Венский с вишней (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,30,"Слойка КОНВЕРТИК Венский с вишней (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,31,"Слойка КОНВЕРТИК Венский с вишней (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,32,"Слойка КОНВЕРТИК Венский с вишней (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,33,"Слойка КОНВЕРТИК Венский с вишней (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,34,"Слойка КОНВЕРТИК с черникой (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,35,"Слойка КОНВЕРТИК Венский с вишней (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,36,"Слойка КОНВЕРТИК с черникой (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,37,"Слойка КОНВЕРТИК с черникой (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,38,"Слойка КОНВЕРТИК с черникой (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,39,"Слойка КОНВЕРТИК с черникой (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,40,"Слойка КОНВЕРТИК с черникой (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,41,"Слойка КОНВЕРТИК с черникой (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,42,"Слойка КОНВЕРТИК с черникой (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,43,"Слойка КОНВЕРТИК Венский с вишней (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,44,"Слойка КОНВЕРТИК абрикос-персик (Коломенский БКК), 70г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
11,45,"Хлеб ГОРЧИЧНЫЙ пшеничный нарезка высший сорт (Русский хлеб), 400г",49.99,39.99,−20%,с 15 февраля - до 28 февраля
12,15,"КРУАССАН с шоколадно-ореховой начинкой, 80г",50.99,41.00,−20%,с 15 февраля - до 28 февраля
12,16,"КРУАССАН с шоколадно-ореховой начинкой, 80г",50.99,41.00,−20%,с 15 февраля - до 28 февраля
12,17,"КРУАССАН с шоколадно-ореховой начинкой, 80г",50.99,41.00,−20%,с 15 февраля - до 28 февраля
12,18,"КРУАССАН с шоколадно-ореховой начинкой, 80г",50.99,41.00,−20%,с 15 февраля - до 28 февраля
12,19,"КРУАССАН с шоколадно-ореховой начинкой, 80г",50.99,41.00,−20%,с 15 февраля - до 28 февраля
12,23,"Питьевая вода СВЯТОЙ ИСТОЧНИК, газированная, 1,5л",52.40,41.99,−20%,с 15 февраля - до 28 февраля
12,24,"Питьевая вода СВЯТОЙ ИСТОЧНИК, газированная, 1,5л",52.40,41.99,−20%,с 15 февраля - до 28 февраля
12,25,"Питьевая вода СВЯТОЙ ИСТОЧНИК, негазированная, 1,5л",52.56,41.99,−20%,с 15 февраля - до 28 февраля
12,26,"Питьевая вода СВЯТОЙ ИСТОЧНИК, газированная, 1,5л",52.40,41.99,−20%,с 15 февраля - до 28 февраля
12,27,"Питьевая вода СВЯТОЙ ИСТОЧНИК, негазированная, 1,5л",52.56,41.99,−20%,с 15 февраля - до 28 февраля
12,29,"Питьевая вода СВЯТОЙ ИСТОЧНИК, негазированная, 1,5л",52.56,41.99,−20%,с 15 февраля - до 28 февраля
13,15,"Вода питьевая БОН АКВА, газированная, 1л",55.99,44.99,−20%,с  9 февраля - до  8 марта
13,16,"Вода питьевая БОН АКВА, негазированная, 1л",56.19,44.99,−20%,с  9 февраля - до  8 марта
13,18,"Вода питьевая БОН АКВА, газированная, 1л",56.49,44.99,−20%,с  9 февраля - до  8 марта
13,19,"Мороженое ЧЕЛНЫ ХОЛОД Пломбир с вареной сгущенкой брикет, 75г",56.44,44.99,−20%,с  9 февраля - до  8 марта
13,20,"Мороженое ЧЕЛНЫ ХОЛОД Пломбир с вареной сгущенкой брикет, 75г",56.44,44.99,−20%,с  9 февраля - до  8 марта
13,28,"Йогурт LIBERTY авокадо-киви-шпинат-орех, 3,5%, 130г",55.99,44.99,−20%,с 15 февраля - до 28 февраля
13,31,"Йогурт LIBERTY грейпфрут-фундук-кинза-овес, 3,5%, 130г",55.99,44.99,−20%,с 15 февраля - до 28 февраля
17,27,"Заправка салатная ГУРМИКС Бальзамик, 80г",64.99,51.99,−20%,с  9 февраля - до  8 марта
19,16,"Томатная паста ПОМИДОРКА, 70г",69.99,55.99,−20%,с  9 февраля - до  8 марта
20,0,"Семечки подсолнечника ОТ МАРТИНА, Белые, 100г",69.99,55.99,−20%,с 15 февраля - до 28 февраля
20,1,"Семечки подсолнечника ОТ МАРТИНА, Белые, 100г",69.99,55.99,−20%,с 15 февраля - до 28 февраля
20,2,"Семечки подсолнечника ОТ МАРТИНА, Белые, 100г",69.99,55.99,−20%,с 15 февраля - до 28 февраля
20,13,"Пиво ГОЛЛАНДИЯ светлое фильтрованное 4,8%, 0,45л",71.16,56.99,−20%,с 15 февраля - до 28 февраля
21,21,"Напиток газированный FUNKY MONKEY Cola Classik, 500мл",74.99,59.99,−20%,с 15 февраля - до 28 февраля
21,23,"Напиток газированный FUNKY MONKEY Cola Classik, 500мл",74.99,59.99,−20%,с 15 февраля - до 28 февраля
22,12,"Мука ПЫШЕЧКА блинная высший сорт, 1кг",74.99,59.99,−20%,с 15 февраля - до 28 февраля
22,13,"Мука ПЫШЕЧКА блинная высший сорт, 1кг",74.99,59.99,−20%,с 15 февраля - до 28 февраля
22,14,"Мука ПЫШЕЧКА блинная высший сорт, 1кг",74.99,59.99,−20%,с 15 февраля - до 28 февраля
22,15,"Мука ПЫШЕЧКА блинная высший сорт, 1кг",74.99,59.99,−20%,с 15 февраля - до 28 февраля
22,16,"Мука ПЫШЕЧКА блинная высший сорт, 1кг",74.99,59.99,−20%,с 15 февраля - до 28 февраля
22,31,"Батон ХЛЕБНЫЙ ДОМ Утренний нарезка, 400г",74.99,59.99,−20%,с 15 февраля - до 28 февраля
22,32,"Батон ХЛЕБНЫЙ ДОМ Утренний нарезка, 400г",74.99,59.99,−20%,с 15 февраля - до 28 февраля
22,34,"Батон ХЛЕБНЫЙ ДОМ Утренний нарезка, 400г",74.99,59.99,−20%,с 15 февраля - до 28 февраля
22,35,"Батон ХЛЕБНЫЙ ДОМ Утренний нарезка, 400г",74.99,59.99,−20%,с 15 февраля - до 28 февраля
22,36,"Батон ХЛЕБНЫЙ ДОМ Утренний нарезка, 400г",74.99,59.99,−20%,с 15 февраля - до 28 февраля
22,37,"Батон ХЛЕБНЫЙ ДОМ Утренний нарезка, 400г",74.99,59.99,−20%,с 15 февраля - до 28 февраля
22,38,"Батон ХЛЕБНЫЙ ДОМ Утренний нарезка, 400г",74.99,59.99,−20%,с 15 февраля - до 28 февраля
22,40,"Мука блинная Пышечка, в/с, 1кг",74.99,59.99,−20%,с 22 февраля - до 28 февраля
22,41,"Мука блинная Пышечка, в/с, 1кг",74.99,59.99,−20%,с 22 февраля - до 28 февраля
22,42,"Мука блинная Пышечка, в/с, 1кг",74.99,59.99,−20%,с 22 февраля - до 28 февраля
23,37,"Гель для рук ЛА ФРЕШ, антисептический",79.99,63.99,−20%,с  8 февраля - до  8 марта
23,38,"Напиток безалкогольный ВОЛЧОК манго-кокос, 450мл",79.99,63.99,−20%,с 15 февраля - до 28 февраля
23,39,"Напиток безалкогольный ВОЛЧОК персик, 450мл",79.99,63.99,−20%,с 15 февраля - до 28 февраля
23,40,"Напиток безалкогольный ВОЛЧОК манго-кокос, 450мл",79.99,63.99,−20%,с 15 февраля - до 28 февраля
23,41,"Напиток безалкогольный ВОЛЧОК персик, 450мл",79.99,63.99,−20%,с 15 февраля - до 28 февраля
24,0,"Хлебцы ОВОЩИ-МИКС, Капуста и морковь (Фацер), 240г",79.99,63.99,−20%,с 15 февраля - до 28 февраля
24,1,"Хлебцы ОВОЩИ-МИКС, Капуста и морковь (Фацер), 240г",79.99,63.99,−20%,с 15 февраля - до 28 февраля
24,2,"Хлебцы ОВОЩИ-МИКС, Капуста и морковь (Фацер), 240г",79.99,63.99,−20%,с 15 февраля - до 28 февраля
25,43,"Мука С.ПУДОВЪ рисовая, 500г",86.090,68.99,−20%,с 15 февраля - до 28 февраля
26,30,"Напиток газированный ДОБРЫЙ лимон-лайм, 1л",87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,31,ДОБРЫЙ Напиток б/а сил/газ Сибир Травы 1л пл/бут(Мултон):12,87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,32,ДОБРЫЙ Напиток б/а сил/газ Лимонад 1л пл/бут(МултонПарт):12,87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,33,ДОБРЫЙ Напиток б/а сил/газ Вишня 1л пл/бут (МултонПартн):12,87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,34,"Напиток газированный ДОБРЫЙ лимон-лайм, 1л",87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,35,ДОБРЫЙ Напиток б/а сил/газ Дюшес 1л пл/бут(Мултон Парт):12,87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,36,"Напиток газированный ДОБРЫЙ апельсин, 1л",87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,37,ДОБРЫЙ Напиток б/а сил/газ Лимонад 1л пл/бут(МултонПарт):12,87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,38,"Напиток газированный ДОБРЫЙ апельсин, 1л",87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,39,ДОБРЫЙ Напиток б/а сил/газ Сибир Травы 1л пл/бут(Мултон):12,87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,40,ДОБРЫЙ Напиток б/а сил/газ Лимонад 1л пл/бут(МултонПарт):12,87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,41,ДОБРЫЙ Напиток б/а сил/газ манго/марак 1л пл/бут(Мултон):12,87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,42,ДОБРЫЙ Напиток б/а сил/газ Вишня 1л пл/бут (МултонПартн):12,87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,43,"Напиток газированный ДОБРЫЙ кола, 1л",87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,44,ДОБРЫЙ Напиток б/а сил/газ Дюшес 1л пл/бут(Мултон Парт):12,87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,45,"Напиток газированный ДОБРЫЙ кола, 1л",87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,46,"Напиток газированный ДОБРЫЙ апельсин, 1л",87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,47,"Напиток газированный ДОБРЫЙ кола, 1л",87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,48,ДОБРЫЙ Напиток б/а сил/газ манго/марак 1л пл/бут(Мултон):12,87.99,69.99,−20%,с 15 февраля - до 28 февраля
26,49,"Напиток газированный ДОБРЫЙ лимон-лайм, 1л",87.99,69.99,−20%,с 15 февраля - до 28 февраля
27,0,ДОБРЫЙ Напиток б/а сил/газ манго/марак 1л пл/бут(Мултон):12,87.99,69.99,−20%,с 15 февраля - до 28 февраля
27,17,"Лапша НЕАПОЛИТАНСКАЯ, 300г",87.59,69.99,−20%,с 15 февраля - до 28 февраля
27,21,"Сок РИЧ яблочный, 200мл",86.99,69.99,−20%,с 15 февраля - до 28 февраля
27,22,"Нектар РИЧ вишневый, 200мл",86.99,69.99,−20%,с 15 февраля - до 28 февраля
27,23,"Сок РИЧ яблочный, 200мл",86.99,69.99,−20%,с 15 февраля - до 28 февраля
27,24,"Сок РИЧ томатный с солью, 200мл",86.99,69.99,−20%,с 15 февраля - до 28 февраля
29,32,"Сидр STRONGBOW Яблочный, 4,5%, 0,4л",86.99,69.99,−20%,с 15 февраля - до 28 февраля
29,33,"Сидр STRONGBOW Яблочный, 4,5%, 0,4л",86.99,69.99,−20%,с 15 февраля - до 28 февраля
29,34,"Сидр STRONGBOW Яблочный, 4,5%, 0,4л",86.99,69.99,−20%,с 15 февраля - до 28 февраля
29,37,"Сыр РАДОСТЬ ВКУСА, Львиное сердце, 45%, 100г",87.99,70.00,−20%,с 15 февраля - до 28 февраля
29,38,"Сыр РАДОСТЬ ВКУСА, Львиное сердце, 45%, 100г",87.99,70.00,−20%,с 15 февраля - до 28 февраля
30,37,"Свинина тушеная БОГАТЫРСКАЯ (Йошкар-Олинский), 325г",93.99,74.99,−20%,с  9 февраля - до  8 марта
30,38,SPA BY LARA Бомбочка масл д/ванны Ассорти 140г (Линстэк):12,93.98,74.99,−20%,с  9 февраля - до  8 марта
32,29,"Маринад для шашлыка МАХЕЕВЪ, 300г",97.99,77.99,−20%,с 15 февраля - до 28 февраля
32,38,SANITELLE Антисеп гель д/рук KIDS Алоэ/вит Е(Бентус):6/180,99.90,79.99,−20%,с  8 февраля - до  8 марта
32,39,SPA BY LARA Соль шипучая д/ванн манго/клубника/ваниль 75г:24,99.99,79.99,−20%,с  8 февраля - до  8 марта
33,25,SANITELLE Антисеп гель д/рук KIDS Алоэ/вит Е(Бентус):6/180,99.90,79.99,−20%,с  9 февраля - до  8 марта
33,26,SANITELLE Антисеп гель д/рук KIDS Алоэ/вит Е(Бентус):6/180,99.90,79.99,−20%,с  9 февраля - до  8 марта
34,17,"Крем для рук БАРХАТНЫЕ РУЧКИ, Увлажняющий, 80мл",99.99,79.99,−20%,с 15 февраля - до 28 февраля
34,18,"Крем для рук и ногтей БАРХАТНЫЕ РУЧКИ, Комплек, 80мл",99.99,79.99,−20%,с 15 февраля - до 28 февраля
34,19,"Крем для рук БАРХАТНЫЕ РУЧКИ, Ночной, 80мл",99.99,79.99,−20%,с 15 февраля - до 28 февраля
34,20,"Крем для рук БАРХАТНЫЕ РУЧКИ, питательный, 80мл",99.99,79.99,−20%,с 15 февраля - до 28 февраля
34,21,"Крем для рук БАРХАТНЫЕ РУЧКИ, питательный, 80мл",99.99,79.99,−20%,с 15 февраля - до 28 февраля
34,22,"Крем для рук БАРХАТНЫЕ РУЧКИ, Увлажняющий, 80мл",99.99,79.99,−20%,с 15 февраля - до 28 февраля
34,23,"Крем для рук БАРХАТНЫЕ РУЧКИ, Ночной, 80мл",99.99,79.99,−20%,с 15 февраля - до 28 февраля
34,24,"Крем для рук и ногтей БАРХАТНЫЕ РУЧКИ, Комплек, 80мл",99.99,79.99,−20%,с 15 февраля - до 28 февраля
35,36,"Напиток кисломолочный ТАН   0,5% (РОСТАГРОЭКСПОРТ), 1л",99.99,79.99,−20%,с 15 февраля - до 28 февраля
35,37,"Напиток кисломолочный ТАН   0,5% (РОСТАГРОЭКСПОРТ), 1л",99.99,79.99,−20%,с 15 февраля - до 28 февраля
35,38,"Напиток кисломолочный ТАН   0,5% (РОСТАГРОЭКСПОРТ), 1л",99.99,79.99,−20%,с 15 февраля - до 28 февраля
35,40,"Напиток кисломолочный ТАН   0,5% (РОСТАГРОЭКСПОРТ), 1л",99.99,79.99,−20%,с 15 февраля - до 28 февраля
35,41,"Напиток кисломолочный ТАН   0,5% (РОСТАГРОЭКСПОРТ), 1л",99.99,79.99,−20%,с 15 февраля - до 28 февраля
36,3,"Форель 3 FISH Пивной набор слабосоленый, 130г",99.99,79.99,−20%,с 15 февраля - до 28 февраля
36,27,"Хлеб ГЕРКУЛЕС, Зерновой (Фацер), 500г",99.99,79.99,−20%,с 15 февраля - до 28 февраля
36,28,"Хлеб ГЕРКУЛЕС, Зерновой (Фацер), 500г",99.99,79.99,−20%,с 15 февраля - до 28 февраля
36,29,"Хлеб ГЕРКУЛЕС, Зерновой (Фацер), 500г",99.99,79.99,−20%,с 15 февраля - до 28 февраля
36,30,"Хлеб ГЕРКУЛЕС, Зерновой (Фацер), 500г",99.99,79.99,−20%,с 15 февраля - до 28 февраля
36,31,"Хлеб ГЕРКУЛЕС, Зерновой (Фацер), 500г",99.99,79.99,−20%,с 15 февраля - до 28 февраля
36,32,"Хлеб ГЕРКУЛЕС, Зерновой (Фацер), 500г",99.99,79.99,−20%,с 15 февраля - до 28 февраля
36,40,"КИВИ Экстра, 3шт.",99.99,79.99,−20%,с 22 февраля - до 28 февраля
36,41,"КИВИ Экстра, 3шт.",99.99,79.99,−20%,с 22 февраля - до 28 февраля
36,42,"КИВИ Экстра, 3шт.",99.99,79.99,−20%,с 22 февраля - до 28 февраля
36,43,"КИВИ Экстра, 3шт.",99.99,79.99,−20%,с 22 февраля - до 28 февраля
36,44,"КИВИ Экстра, 3шт.",99.99,79.99,−20%,с 22 февраля - до 28 февраля
37,0,"Пивной напиток МИШЕНЬКА ПОД ВИШЕНКОЙ светлый нефильтрованный 4,8%, 0,45л",103.060,81.99,−20%,с 15 февраля - до 28 февраля
37,1,"Пивной напиток МИШЕНЬКА ПОД ВИШЕНКОЙ светлый нефильтрованный 4,8%, 0,45л",103.060,81.99,−20%,с 15 февраля - до 28 февраля
38,33,"Напиток безалкогольный ДОБРЫЙ манго-маракуйя, 1,5л",109.99,87.99,−20%,с 15 февраля - до 28 февраля
38,34,"Напиток безалкогольный ДОБРЫЙ апельсин, 1,5л",109.99,87.99,−20%,с 15 февраля - до 28 февраля
38,35,"Напиток безалкогольный ДОБРЫЙ манго-маракуйя, 1,5л",109.99,87.99,−20%,с 15 февраля - до 28 февраля
38,36,"Напиток безалкогольный ДОБРЫЙ кола, 1,5л",109.99,87.99,−20%,с 15 февраля - до 28 февраля
38,37,"Напиток безалкогольный ДОБРЫЙ кола, 1,5л",109.99,87.99,−20%,с 15 февраля - до 28 февраля
38,38,"Напиток безалкогольный ДОБРЫЙ кола, 1,5л",109.99,87.99,−20%,с 15 февраля - до 28 февраля
38,39,"Напиток безалкогольный ДОБРЫЙ лимон-лайм, 1,5л",109.99,87.99,−20%,с 15 февраля - до 28 февраля
38,40,"Напиток безалкогольный ДОБРЫЙ манго-маракуйя, 1,5л",109.99,87.99,−20%,с 15 февраля - до 28 февраля
42,42,"Сыр творожный VIOLETTE с зеленью, 140г",112.00,89.99,−20%,с 15 февраля - до 28 февраля
42,44,"Сыр творожный VIOLETTE с зеленью, 140г",112.00,89.99,−20%,с 15 февраля - до 28 февраля
42,45,"Сыр творожный VIOLETTE с зеленью, 140г",113.00,89.99,−20%,с 15 февраля - до 28 февраля
42,46,"Сыр творожный VIOLETTE с зеленью, 140г",113.00,89.99,−20%,с 15 февраля - до 28 февраля
42,47,"Сыр творожный VIOLETTE с зеленью, 140г",113.00,89.99,−20%,с 15 февраля - до 28 февраля
45,30,"Маска для лица БАНЬКА АГАФЬИ, очищающая, голубая, 100мл",124.99,99.99,−20%,с  8 февраля - до  8 марта
46,2,"Мука СТАРООСКОЛЬСКАЯ, хлебопекарная, ГОСТ, 2кг",124.89,99.99,−20%,с  9 февраля - до  8 марта
48,49,"Мармелад АЗОВСКАЯ КФ, Французский сад, 300г",124.89,99.99,−20%,с 15 февраля - до 28 февраля
51,33,"Салфетки для лица ЗЕВА, Софт, 2-слойные, 100 шт.",133.83,106.99,−20%,с 15 февраля - до 28 февраля
55,5,"Восточные сладости ВКУСНОТЕЕВЪ Хворост, 300г",143.39,114.99,−20%,с 15 февраля - до 28 февраля
55,8,"Горошек зеленый БОНДЮЭЛЬ, 400г",143.99,114.99,−20%,с 15 февраля - до 28 февраля
55,9,"Кукуруза БОНДЮЭЛЬ, 340г",143.99,114.99,−20%,с 15 февраля - до 28 февраля
55,10,"Горошек зеленый БОНДЮЭЛЬ, 400г",143.99,114.99,−20%,с 15 февраля - до 28 февраля
55,11,"Кукуруза БОНДЮЭЛЬ, 340г",143.99,114.99,−20%,с 15 февраля - до 28 февраля
55,19,"Сыр ТЫСЯЧА ОЗЕР, Лёгкий, 15%, нарезка, 125г",146.00,116.99,−20%,с 15 февраля - до 28 февраля
55,39,"Паста зубная БИОМЕД, Сенситив, Укрепление эмали/снижение чувствительности, 100г",149.99,119.99,−20%,с  8 февраля - до  8 марта
55,40,"Паста зубная БИОМЕД, Супервайт, Бережное отбеливание, 100мл",149.99,119.99,−20%,с  8 февраля - до  8 марта
56,4,"Паста томатная КУХМАСТЕР, 25%, 480г",149.99,119.99,−20%,с  9 февраля - до  8 марта
56,8,"Молоко сгущенное ГЛАВПРОДУКТ Премиум с сахаром ГОСТ 8,5%, 380г",149.99,119.99,−20%,с  9 февраля - до  8 марта
56,9,"Молоко сгущенное ГЛАВПРОДУКТ Премиум с сахаром ГОСТ 8,5%, 380г",149.99,119.99,−20%,с  9 февраля - до  8 марта
56,12,"Паста томатная КУХМАСТЕР, 25%, 480г",149.99,119.99,−20%,с  9 февраля - до  8 марта
56,33,"Паста зубная СПЛАТ, Джуси, детская, Киви-клубника",150.79,119.99,−20%,с  9 февраля - до  8 марта
59,8,"Круассан 7 DAYS® мини, ваниль/вишня, 300г",156.39,124.99,−20%,с 15 февраля - до 28 февраля
59,9,"Круассан 7 DAYS® мини, с кремом ваниль, 300г",156.090,124.99,−20%,с 15 февраля - до 28 февраля
59,10,"Круассан 7 DAYS® Мини Крем какао-ваниль, 300г",156.39,124.99,−20%,с 15 февраля - до 28 февраля
59,11,"Круассан 7 DAYS® мини, с кремом какао, 300г",156.39,124.99,−20%,с 15 февраля - до 28 февраля
59,12,"Круассан 7 DAYS® мини, с вареной сгущенкой, 300г",156.29,124.99,−20%,с 15 февраля - до 28 февраля
59,30,"Антиперспирант ДЕОНИКА женский Легкость пудры, 50мл",162.99,129.99,−20%,с  8 февраля - до  8 марта
59,31,"Антиперспирант ДЕОНИКА женский Про-защита, 50мл",162.99,129.99,−20%,с  8 февраля - до  8 марта
59,37,"Антиперспирант ДЕОНИКА женский Энергия витаминов, 50мл",162.99,129.99,−20%,с  8 февраля - до  8 марта
60,14,"Крем-мыло жидкое ДУРУ 1+1 Зеленый чай, 300мл",161.79,129.99,−20%,с  9 февраля - до  8 марта
60,15,"Крем-мыло жидкое ДУРУ 1+1 Морские минералы, 300мл",161.99,129.99,−20%,с  9 февраля - до  8 марта
60,32,"Вода минеральная БОРЖОМИ лечебная столовая, 1,25л",162.94,129.99,−20%,с 15 февраля - до 28 февраля
60,33,"Вода минеральная БОРЖОМИ лечебная столовая, 1,25л",162.94,129.99,−20%,с 15 февраля - до 28 февраля
60,34,"Вода минеральная БОРЖОМИ лечебная столовая, 1,25л",162.94,129.99,−20%,с 15 февраля - до 28 февраля
62,39,"Шоколад ALPEN GOLD, Макс Фан, 160г",168.46,134.99,−20%,с 15 февраля - до 28 февраля
62,40,"Печенье ALPEN GOLD, Карамель, мармелад молочный шоколад, 160г",168.46,134.99,−20%,с 15 февраля - до 28 февраля
63,17,STYLIST Color Pro Стойкая Крем-кр Гиал т4.0 Кашт115мл:5,169.99,135.99,−20%,с  9 февраля - до  8 марта
63,18,STYLIST Color Pro Стойкая Крем-кр Гиал т1.0 Глуб черн115мл:5,169.99,135.99,−20%,с  9 февраля - до  8 марта
63,19,STYLIST Color Pro Стойкая Крем-кр Гиал т6.0 Нат русый115мл:5,169.99,135.99,−20%,с  9 февраля - до  8 марта
63,20,STYLIST Color Pro Стойкая Крем-кр Гиал 9.22Жемч блонд115мл:5,169.99,135.99,−20%,с  9 февраля - до  8 марта
63,21,STYLIST Color Pro Стойкая Крем-кр Гиал т5.1 Хол кашт115мл:5,169.99,135.99,−20%,с  9 февраля - до  8 марта
63,22,STYLIST Color Pro Стойкая Крем-кр Гиал т9.1 Пеп блонд115мл:5,169.99,135.99,−20%,с  9 февраля - до  8 марта
63,23,STYLIST Color Pro Стойкая Крем-кр Гиал т1.0 Глуб черн115мл:5,169.99,135.99,−20%,с  9 февраля - до  8 марта
63,24,STYLIST Color Pro Стойкая Крем-кр Гиал т9.1 Пеп блонд115мл:5,169.99,135.99,−20%,с  9 февраля - до  8 марта
63,25,STYLIST Color Pro Стойкая Крем-кр Гиал т4.0 Кашт115мл:5,169.99,135.99,−20%,с  9 февраля - до  8 марта
63,26,STYLIST Color Pro Стойкая Крем-кр Гиал т5.1 Хол кашт115мл:5,169.99,135.99,−20%,с  9 февраля - до  8 марта
63,27,STYLIST Color Pro Стойкая Крем-кр Гиал 9.22Жемч блонд115мл:5,169.99,135.99,−20%,с  9 февраля - до  8 марта
63,28,STYLIST Color Pro Стойкая Крем-кр Гиал т6.0 Нат русый115мл:5,169.99,135.99,−20%,с  9 февраля - до  8 марта
64,44,"Печенье БЕЛВИТА, Утреннее, сэндвич с йогуртовой начинкой, 253г",174.19,139.99,−20%,с  9 февраля - до  8 марта
67,13,"Фарш ИНДИЛАЙТ Классический, охлажденный, 450г",180.70,144.99,−20%,с 15 февраля - до 28 февраля
67,31,"Крем-пена для ванн РЕЦЕПТЫ БАБУШКИ АГАФЬИ, Перед сном, 500мл",186.99,149.99,−20%,с  8 февраля - до  8 марта
